w_m,energy,latency,w_a,w_0,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
3.049,1.00271,0.009803309999999999,68.5,80,21,24,24,1,1,5578931382,57695398,12848678,"[72, 240, 744, 2256]","[1, 5, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.199,0.533059,0.00795297,40.4,64,24,64,64,1,1,1912244464,26616976,6093680,"[64, 128, 320, 704]","[1, 3, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.249,0.526876,0.007804439999999999,40.4,64,24,64,64,1,1,1919874832,25409968,6177872,"[64, 128, 320, 704]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.299,0.538798,0.0077728400000000005,40.4,64,24,64,64,1,1,2060964576,27451136,6388448,"[64, 128, 320, 768]","[1, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.349,0.578306,0.00790344,40.4,64,24,64,64,1,1,2397503952,31741680,6941648,"[64, 128, 384, 832]","[1, 4, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.399,0.62658,0.008618299999999999,40.4,64,24,64,64,1,1,2547385600,33530016,7161472,"[64, 128, 384, 896]","[1, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.449,0.61401,0.00797833,40.4,64,24,64,64,1,1,2679531408,34883248,7362320,"[64, 128, 384, 960]","[1, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.499,0.625564,0.00814327,40.4,64,24,64,64,1,1,2791520640,35739936,7544192,"[64, 128, 384, 1024]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.549,0.627417,0.00810917,40.4,64,24,64,64,1,1,2791520640,35739936,7544192,"[64, 128, 384, 1024]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.599,0.7085359999999999,0.0096018,40.4,64,24,64,64,1,1,3619773104,40961488,9251504,"[64, 192, 448, 1152]","[1, 5, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.649,0.720708,0.008500069999999998,40.4,64,24,64,64,1,1,3702633312,40556800,9423648,"[64, 192, 448, 1216]","[1, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.699,0.6510220000000001,0.008156380000000001,40.4,64,24,64,64,1,1,3753233104,39273712,9727184,"[64, 192, 448, 1280]","[2, 4, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.749,0.769563,0.00884333,40.4,64,24,64,64,1,1,4204127824,39999728,10401808,"[64, 192, 512, 1344]","[2, 4, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.799,0.759248,0.008662330000000001,40.4,64,24,64,64,1,1,4224974192,37446416,10554736,"[64, 192, 512, 1408]","[2, 4, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.849,0.706003,0.00741174,40.4,64,24,64,64,1,1,4193356384,33237120,10838816,"[64, 192, 512, 1472]","[2, 5, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.899,0.691978,0.00699517,40.4,64,24,64,64,1,1,4139192384,28810080,10953792,"[64, 192, 512, 1536]","[2, 5, 15, 2]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.949,0.763394,0.00901948,40.4,64,24,64,64,1,1,4641449152,27321440,11725376,"[64, 192, 576, 1664]","[2, 5, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.0,0.32729,0.00571109,32.9,64,20,56,56,1,1,1107013068,11701260,4829020,"[56, 112, 280, 504]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.05,0.38966500000000004,0.00647032,32.9,64,20,56,56,1,1,1180489786,13483082,4923002,"[56, 112, 280, 560]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.099,0.40072199999999997,0.00657857,32.9,64,20,56,56,1,1,1265675908,14487876,5090652,"[56, 112, 280, 616]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.149,0.359659,0.00545507,32.9,64,20,56,56,1,1,1277016622,13312926,5262894,"[56, 112, 280, 616]","[1, 4, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.199,0.413457,0.00571777,32.9,64,20,56,56,1,1,1709120238,15118142,6416270,"[56, 168, 336, 672]","[1, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.249,0.414663,0.00560683,32.9,64,20,56,56,1,1,1773652874,16676090,6485346,"[56, 168, 336, 728]","[1, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.299,0.425213,0.00558609,32.9,64,20,56,56,1,1,1837325546,16730970,6767754,"[56, 168, 336, 784]","[2, 3, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.349,0.438773,0.00598412,32.9,64,20,56,56,1,1,1919950424,16196632,7099344,"[56, 168, 336, 840]","[2, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.399,0.463873,0.00569687,32.9,64,20,56,56,1,1,2179771048,16894616,7590856,"[56, 168, 392, 896]","[2, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.449,0.499017,0.00634832,32.9,64,20,56,56,1,1,2212654262,15831862,7724878,"[56, 168, 392, 952]","[2, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.499,0.45669600000000005,0.00547694,32.9,64,20,56,56,1,1,2223309368,14216360,7842296,"[56, 168, 392, 1008]","[2, 4, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.549,0.45290499999999995,0.005581559999999999,32.9,64,20,56,56,1,1,2209882990,12001070,7943110,"[56, 168, 392, 1064]","[2, 4, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.0,0.536273,0.00607156,54.9,112,18,32,32,1,1,2179769112,23262648,8669464,"[128, 224, 448, 896]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.05,0.512377,0.00606185,54.9,112,18,32,32,1,1,2384528416,24429760,9036640,"[128, 224, 480, 960]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.555496,0.006433970000000001,54.9,112,18,32,32,1,1,2585903088,26793552,9498096,"[128, 224, 512, 1024]","[1, 4, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.149,0.558899,0.006528330000000001,54.9,112,18,32,32,1,1,2877048776,28063656,10153736,"[128, 256, 512, 1120]","[1, 4, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.199,0.6525599999999999,0.007421560000000001,54.9,112,18,32,32,1,1,3078676368,28082032,10525296,"[128, 256, 544, 1184]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.675982,0.00765372,54.9,112,18,32,32,1,1,3382258176,28278944,11542784,"[128, 256, 576, 1280]","[2, 3, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.638163,0.00713657,54.9,112,18,32,32,1,1,3416543200,25265024,11996448,"[128, 256, 576, 1344]","[2, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.638693,0.00703377,54.9,112,18,32,32,1,1,3616864136,23698984,12397512,"[128, 256, 608, 1440]","[2, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.623239,0.00706991,54.9,112,18,32,32,1,1,3806030480,21035312,12807824,"[128, 256, 640, 1536]","[2, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.199,0.321542,0.00511335,38.6,48,18,32,32,1,1,721803048,9543176,4255144,"[64, 96, 224, 512]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.336526,0.00522433,38.6,48,18,32,32,1,1,806513424,10088176,4498416,"[64, 96, 256, 544]","[1, 2, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.36526400000000003,0.005713009999999999,38.6,48,18,32,32,1,1,904420128,10887360,4948704,"[64, 128, 256, 576]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.353303,0.00523157,38.6,48,18,32,32,1,1,972570112,11823264,5102592,"[64, 128, 256, 640]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.384436,0.0056647600000000005,38.6,48,18,32,32,1,1,1066940200,13083848,5285032,"[64, 128, 288, 672]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.36870800000000004,0.0052455,38.6,48,18,32,32,1,1,1095424344,12874616,5394584,"[64, 128, 288, 704]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.371517,0.005327119999999999,38.6,48,18,32,32,1,1,1146505504,13215488,5529376,"[64, 128, 288, 768]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.391002,0.00538598,38.6,48,18,32,32,1,1,1260700744,14514472,5740040,"[64, 128, 320, 800]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.386925,0.00538636,38.6,48,18,32,32,1,1,1272565168,13708112,5839984,"[64, 128, 320, 832]","[1, 3, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.392432,0.00524479,38.6,48,18,32,32,1,1,1327509568,14862688,6012608,"[64, 128, 320, 896]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.699,0.398352,0.00546936,38.6,48,18,32,32,1,1,1443221000,14765864,6313608,"[64, 128, 352, 960]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.381541,0.00504555,38.6,48,18,32,32,1,1,1426915456,13055456,6399200,"[64, 128, 352, 992]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.799,0.38740600000000003,0.00525346,38.6,48,18,32,32,1,1,1540461480,12144136,6723560,"[64, 128, 384, 1056]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.849,0.393792,0.00526477,38.6,48,18,32,32,1,1,1568906808,12794904,6755064,"[64, 128, 384, 1120]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.899,0.388655,0.00570445,38.6,48,18,32,32,1,1,1516157376,9955168,6826304,"[64, 128, 384, 1152]","[1, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.291932,0.0051198,34.0,48,18,24,24,1,1,539029710,6928462,3739790,"[48, 96, 216, 432]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.149,0.278587,0.00462495,34.0,48,18,24,24,1,1,590593530,7499674,3975098,"[48, 96, 216, 480]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.199,0.29274900000000004,0.004683830000000001,34.0,48,18,24,24,1,1,643579416,8264056,4101344,"[48, 96, 240, 504]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.249,0.301748,0.00479334,34.0,48,18,24,24,1,1,690366786,8814418,4234370,"[48, 96, 240, 552]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.32620699999999997,0.00507765,34.0,48,18,24,24,1,1,794936730,9698314,4615898,"[48, 120, 264, 576]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.31850799999999996,0.0047433399999999995,34.0,48,18,24,24,1,1,838272012,10049836,4745276,"[48, 120, 264, 624]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.31042000000000003,0.00507189,34.0,48,18,24,24,1,1,925646646,10489654,4992374,"[48, 120, 288, 672]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.449,0.338461,0.00506206,34.0,48,18,24,24,1,1,946670340,11006356,5018420,"[48, 120, 288, 696]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.499,0.340845,0.005087690000000001,34.0,48,18,24,24,1,1,971098260,10599268,5242604,"[48, 120, 288, 744]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.549,0.368955,0.00582603,34.0,48,18,24,24,1,1,1048995180,10478572,5485964,"[48, 120, 312, 792]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.599,0.371311,0.00537333,34.0,48,18,24,24,1,1,1150538334,11705278,5669918,"[48, 120, 336, 840]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.649,0.37602800000000003,0.00578634,34.0,48,18,24,24,1,1,1156618032,10729216,5774120,"[48, 120, 336, 888]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.699,0.389775,0.00606917,34.0,48,18,24,24,1,1,1234374228,9889780,6038468,"[48, 120, 360, 936]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.749,0.33984699999999995,0.00508397,34.0,48,18,24,24,1,1,1195134720,7846336,6206864,"[48, 120, 360, 1008]","[1, 5, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.0,1.3156400000000001,0.0151486,71.0,176,25,48,48,1,1,7013402328,84628216,16339304,"[192, 336, 720, 1392]","[2, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.05,1.4150699999999998,0.015964,71.0,176,25,48,48,1,1,7851486096,94344016,17330960,"[192, 384, 720, 1536]","[2, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.099,1.5356500000000002,0.016190899999999998,71.0,176,25,48,48,1,1,8581864032,98680576,18446144,"[192, 384, 768, 1632]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.149,1.61828,0.0169749,71.0,176,25,48,48,1,1,9250434012,103439356,19110044,"[192, 384, 816, 1728]","[2, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.199,1.67171,0.0174227,71.0,176,25,48,48,1,1,10121944944,111508816,19875488,"[192, 384, 864, 1872]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.249,1.79598,0.016630500000000003,71.0,176,25,48,48,1,1,10571832192,115490272,20306048,"[192, 384, 864, 2016]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.299,1.8513199999999999,0.016209599999999998,71.0,176,25,48,48,1,1,11217450828,114668716,21377996,"[192, 384, 912, 2112]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.349,1.98749,0.0164045,71.0,176,25,48,48,1,1,12602354652,121463164,22903004,"[192, 432, 960, 2304]","[2, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.399,1.96425,0.017823799999999997,71.0,176,25,48,48,1,1,13391634744,121787224,23667368,"[192, 432, 1008, 2448]","[2, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.449,1.76418,0.0177299,71.0,176,25,48,48,1,1,14076320280,117023896,24839960,"[192, 432, 1056, 2592]","[2, 6, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.499,1.96684,0.0173247,71.0,176,25,48,48,1,1,14780968152,111807160,25603784,"[192, 432, 1104, 2736]","[2, 6, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.549,1.91303,0.015421200000000001,71.0,176,25,48,48,1,1,15222392808,85842856,26649848,"[192, 432, 1152, 2928]","[2, 6, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.449,0.8378680000000001,0.00946176,70.4,72,22,48,48,1,1,2987031408,47069104,8123600,"[96, 192, 432, 1056]","[1, 2, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.499,0.835431,0.0093054,70.4,72,22,48,48,1,1,3112435068,47301724,8513660,"[96, 192, 432, 1104]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.549,0.835884,0.0105517,70.4,72,22,48,48,1,1,3539643756,55195948,8910572,"[96, 192, 480, 1200]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.599,0.855607,0.0109794,70.4,72,22,48,48,1,1,3641856624,55248400,9103184,"[96, 192, 480, 1248]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.649,0.89475,0.011265,70.4,72,22,48,48,1,1,3932912256,62393248,9278528,"[96, 192, 480, 1344]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.699,0.957136,0.011911699999999999,70.4,72,22,48,48,1,1,4340306496,66247360,9787136,"[96, 192, 528, 1440]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.749,0.9935259999999999,0.0118453,70.4,72,22,48,48,1,1,4488216588,69872428,9867692,"[96, 192, 528, 1488]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.799,1.04505,0.012367900000000001,70.4,72,22,48,48,1,1,4911487512,72923704,10397288,"[96, 192, 576, 1584]","[1, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.849,1.10672,0.012928,70.4,72,22,48,48,1,1,5205717816,80117848,10544168,"[96, 192, 576, 1680]","[1, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.899,1.1230799999999999,0.0125039,70.4,72,22,48,48,1,1,5408899428,77442436,11105444,"[96, 192, 624, 1728]","[1, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.949,1.18712,0.011734999999999999,70.4,72,22,48,48,1,1,5531128752,76462960,11335376,"[96, 192, 624, 1824]","[1, 4, 10, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.999,1.1548900000000002,0.0122086,70.4,72,22,48,48,1,1,6094435512,84681112,11774264,"[96, 192, 672, 1920]","[1, 4, 10, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
3.049,1.21424,0.012004899999999999,70.4,72,22,48,48,1,1,6157563480,81657400,11989784,"[96, 192, 672, 2016]","[1, 4, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.199,0.40916399999999997,0.0064115000000000005,41.2,56,20,56,56,1,1,1253992012,16336716,4943316,"[56, 112, 280, 616]","[1, 3, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.249,0.377458,0.005829310000000001,41.2,56,20,56,56,1,1,1253992012,16336716,4943316,"[56, 112, 280, 616]","[1, 3, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.299,0.383052,0.005731150000000001,41.2,56,20,56,56,1,1,1345045590,17488902,5110966,"[56, 112, 280, 672]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.349,0.42442,0.00600895,41.2,56,20,56,56,1,1,1567254878,19224958,5536902,"[56, 112, 336, 728]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.399,0.42879700000000004,0.00592812,41.2,56,20,56,56,1,1,1655248070,21363878,5622582,"[56, 112, 336, 784]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.449,0.439959,0.00605889,41.2,56,20,56,56,1,1,1735747160,21895080,5781720,"[56, 112, 336, 840]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.499,0.46557,0.0062146499999999995,41.2,56,20,56,56,1,1,1786005382,21649254,5989830,"[56, 112, 336, 896]","[1, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.549,0.588678,0.00736333,41.2,56,20,56,56,1,1,2071924218,23911402,6761650,"[56, 168, 336, 952]","[1, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.599,0.516515,0.00645247,41.2,56,20,56,56,1,1,2317925988,24648180,7220164,"[56, 168, 392, 1008]","[1, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.649,0.488244,0.00634667,41.2,56,20,56,56,1,1,2355748402,23707730,7354186,"[56, 168, 392, 1064]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.699,0.594117,0.00682969,41.2,56,20,56,56,1,1,2422289506,25307202,7406658,"[56, 168, 392, 1120]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.749,0.500579,0.00636181,41.2,56,20,56,56,1,1,2705474688,25227808,7922656,"[56, 168, 448, 1176]","[1, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.799,0.525982,0.00587514,41.2,56,20,56,56,1,1,2694396824,22339384,8179528,"[56, 168, 448, 1232]","[1, 5, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.849,0.508255,0.005928569999999999,41.2,56,20,56,56,1,1,2667292642,19315762,8288434,"[56, 168, 448, 1288]","[1, 5, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.899,0.478929,0.0051756599999999995,41.2,56,20,56,56,1,1,2609929056,15535552,8380736,"[56, 168, 448, 1344]","[1, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.949,0.561416,0.00649839,41.2,56,20,56,56,1,1,3003197694,18396382,8892142,"[56, 168, 504, 1456]","[1, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.0,0.479728,0.0070653800000000004,33.4,80,25,24,24,1,1,1476690108,18678604,6998516,"[72, 168, 312, 648]","[1, 4, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.05,0.536775,0.00717836,33.4,80,25,24,24,1,1,1633297332,20153332,7595156,"[72, 168, 336, 696]","[2, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.099,0.576868,0.00748523,33.4,80,25,24,24,1,1,1787314248,22746904,7821896,"[72, 168, 360, 744]","[2, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.149,0.5774320000000001,0.00731567,33.4,80,25,24,24,1,1,1883748864,23431120,8194616,"[72, 168, 360, 792]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.199,0.592534,0.00734293,33.4,80,25,24,24,1,1,2039958846,24613582,8515982,"[72, 168, 384, 840]","[2, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.249,0.571881,0.00776748,33.4,80,25,24,24,1,1,2245360104,26616472,8888120,"[72, 168, 408, 912]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.647606,0.00787676,33.4,80,25,24,24,1,1,2535219666,28417810,9568370,"[72, 192, 432, 984]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.6006119999999999,0.00780272,33.4,80,25,24,24,1,1,2590392876,27635740,9933524,"[72, 192, 432, 1032]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.614355,0.00774544,33.4,80,25,24,24,1,1,2781070608,28377808,10301744,"[72, 192, 456, 1104]","[2, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.449,0.6115069999999999,0.00775637,33.4,80,25,24,24,1,1,2931864822,25557622,10785398,"[72, 192, 480, 1176]","[2, 5, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.499,0.6679729999999999,0.00795817,33.4,80,25,24,24,1,1,3078531720,24179176,11325800,"[72, 192, 504, 1248]","[2, 6, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.549,0.666779,0.00800587,33.4,80,25,24,24,1,1,3239215242,22659274,11704154,"[72, 192, 528, 1320]","[2, 6, 15, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.599,0.7016209999999999,0.00814989,33.4,80,25,24,24,1,1,3527243040,20712400,12511832,"[72, 216, 552, 1416]","[2, 6, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.512196,0.00688299,55.3,64,21,32,32,1,1,1470783264,23150912,5710112,"[64, 128, 320, 768]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.5236219999999999,0.00691645,55.3,64,21,32,32,1,1,1733472032,26617280,6394784,"[64, 160, 352, 832]","[1, 3, 5, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.576353,0.006922729999999999,55.3,64,21,32,32,1,1,1925665048,28717624,6733976,"[64, 160, 384, 896]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.6206240000000001,0.00740415,55.3,64,21,32,32,1,1,2064520824,32139416,6850872,"[64, 160, 384, 960]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.612553,0.00742307,55.3,64,21,32,32,1,1,2105747504,31659152,6988528,"[64, 160, 384, 992]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.597055,0.00724066,55.3,64,21,32,32,1,1,2334761560,35626936,7253016,"[64, 160, 416, 1056]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.657125,0.00722593,55.3,64,21,32,32,1,1,2542369592,36997592,7615448,"[64, 160, 448, 1120]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
