w_m,energy,latency,w_a,w_0,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
2.0,0.563772,0.00656846,67.6,144,19,32,32,1,1,3401932584,40570568,10399400,"[128, 288, 576, 1152]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.05,0.58173,0.00662112,67.6,144,19,32,32,1,1,3756201096,42619752,11177224,"[128, 288, 608, 1248]","[1, 4, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.584076,0.00661827,67.6,144,19,32,32,1,1,4253710160,44983408,12027536,"[128, 320, 640, 1344]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.149,0.610161,0.006880969999999999,67.6,144,19,32,32,1,1,4581129432,46304760,12485528,"[128, 320, 672, 1440]","[1, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.199,0.628305,0.006965239999999999,67.6,144,19,32,32,1,1,4891770064,46451312,13404112,"[128, 320, 704, 1536]","[2, 3, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.676929,0.00685081,67.6,144,19,32,32,1,1,5190290704,44622576,14199952,"[128, 320, 736, 1632]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.684256,0.00754971,67.6,144,19,32,32,1,1,5571025624,50090168,14495704,"[128, 320, 768, 1760]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.707757,0.0077796,67.6,144,19,32,32,1,1,5853353952,47423936,14962464,"[128, 320, 800, 1856]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.802046,0.00681947,67.6,144,19,32,32,1,1,6335414832,44224016,15855792,"[128, 352, 832, 1984]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.764734,0.0080962,67.6,144,19,32,32,1,1,6518446192,36880016,16666544,"[128, 352, 864, 2112]","[2, 5, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.41289600000000004,0.00666505,31.8,64,25,64,64,1,1,1577151248,19133744,5827728,"[64, 128, 256, 576]","[1, 4, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.149,0.45137299999999997,0.00689793,31.8,64,25,64,64,1,1,1868915120,22258512,6343216,"[64, 128, 320, 640]","[1, 4, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.199,0.471432,0.00707444,31.8,64,25,64,64,1,1,2011006416,24318576,6563280,"[64, 128, 320, 704]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.249,0.461834,0.00690524,31.8,64,25,64,64,1,1,2076433312,23043520,6948448,"[64, 128, 320, 704]","[2, 3, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.299,0.469314,0.0069447,31.8,64,25,64,64,1,1,2202533344,24211968,7252704,"[64, 128, 320, 768]","[2, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.349,0.48230399999999995,0.00716519,31.8,64,25,64,64,1,1,2567486352,26919600,7852624,"[64, 128, 384, 832]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.399,0.502171,0.00744201,31.8,64,25,64,64,1,1,2682406992,29703536,7950544,"[64, 128, 384, 896]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.449,0.5038279999999999,0.00736177,31.8,64,25,64,64,1,1,2787539520,30388192,8132416,"[64, 128, 384, 960]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.499,0.495791,0.00712169,31.8,64,25,64,64,1,1,2870901648,30535344,8295312,"[64, 128, 384, 1024]","[2, 4, 12, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.549,0.474995,0.00690748,31.8,64,25,64,64,1,1,2822215472,27432272,8444720,"[64, 128, 384, 1024]","[2, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.599,0.548728,0.00745289,31.8,64,25,64,64,1,1,3659428016,31329232,10133296,"[64, 192, 448, 1152]","[2, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.649,0.537732,0.0072819700000000005,31.8,64,25,64,64,1,1,3692085360,29675920,10276976,"[64, 192, 448, 1216]","[2, 5, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.699,0.5029710000000001,0.006828809999999999,31.8,64,25,64,64,1,1,3625132928,23159840,10475904,"[64, 192, 448, 1280]","[2, 5, 16, 2]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.749,0.561209,0.00705377,31.8,64,25,64,64,1,1,4111828336,22071056,11413552,"[64, 192, 512, 1344]","[2, 6, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.099,0.365271,0.0058781499999999995,37.4,64,21,56,56,1,1,1312423882,16675866,5108306,"[56, 112, 280, 616]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.149,0.37075400000000003,0.00603415,37.4,64,21,56,56,1,1,1312423882,16675866,5108306,"[56, 112, 280, 616]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.199,0.399914,0.00587489,37.4,64,21,56,56,1,1,1704197040,18925232,6121808,"[56, 168, 336, 672]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.249,0.414389,0.00602439,37.4,64,21,56,56,1,1,1836515394,19616370,6503210,"[56, 168, 336, 728]","[1, 4, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.299,0.4113,0.0058138800000000004,37.4,64,21,56,56,1,1,1922105850,20271850,6670650,"[56, 168, 336, 784]","[1, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.349,0.435228,0.0061746100000000005,37.4,64,21,56,56,1,1,2005007676,22286492,6748028,"[56, 168, 336, 840]","[1, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.399,0.467121,0.00646754,37.4,64,21,56,56,1,1,2276171352,23668936,7231448,"[56, 168, 392, 896]","[1, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.449,0.483877,0.00668397,37.4,64,21,56,56,1,1,2343784408,23468232,7390376,"[56, 168, 392, 952]","[1, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.499,0.456994,0.00617441,37.4,64,21,56,56,1,1,2402638196,22333700,7697060,"[56, 168, 392, 1008]","[1, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.549,0.45520299999999997,0.00619177,37.4,64,21,56,56,1,1,2425177104,20954560,7954352,"[56, 168, 392, 1064]","[2, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.599,0.47867000000000004,0.00616256,37.4,64,21,56,56,1,1,2757614076,23938044,8405404,"[56, 168, 448, 1120]","[2, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.649,0.473235,0.0062161099999999995,37.4,64,21,56,56,1,1,2771420792,21936408,8539216,"[56, 168, 448, 1176]","[2, 4, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.699,0.45500599999999997,0.0054981299999999995,37.4,64,21,56,56,1,1,2758057064,19256584,8656424,"[56, 168, 448, 1232]","[2, 4, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.749,0.488716,0.00616971,37.4,64,21,56,56,1,1,3079276340,17808676,9380532,"[56, 168, 504, 1344]","[2, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.299,0.370758,0.0060773,37.1,48,23,64,64,1,1,1372457612,17828268,5089868,"[48, 128, 256, 576]","[1, 3, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.349,0.400215,0.00648888,37.1,48,23,64,64,1,1,1495828620,20831148,5225740,"[48, 128, 256, 640]","[1, 3, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.399,0.39615,0.006117,37.1,48,23,64,64,1,1,1492043436,19747020,5281708,"[48, 128, 256, 640]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.449,0.42393000000000003,0.00647494,37.1,48,23,64,64,1,1,1615219804,22751484,5408092,"[48, 128, 256, 704]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.499,0.459869,0.0067785200000000006,37.1,48,23,64,64,1,1,1908935180,25504172,5923340,"[48, 128, 320, 768]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
