w_m,energy,latency,w_a,w_0,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
2.199,0.278546,0.00394338,29.6,56,18,120,120,1,1,1601313120,13255424,4966928,"[56, 120, 240, 600]","[1, 4, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.249,0.26139,0.0036617999999999998,29.6,56,18,120,120,1,1,1607511870,12108014,5019398,"[56, 120, 240, 600]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.299,0.264224,0.0035970200000000003,29.6,56,18,120,120,1,1,1700871990,13021094,5166518,"[56, 120, 240, 720]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.349,0.318552,0.00424454,29.6,56,18,120,120,1,1,2226905834,14466154,6246906,"[56, 120, 360, 720]","[2, 3, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.399,0.316361,0.00420047,29.6,56,18,120,120,1,1,2224025534,13917214,6317166,"[56, 120, 360, 720]","[2, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.449,0.314604,0.0041620400000000005,29.6,56,18,120,120,1,1,2312971754,13698154,6481626,"[56, 120, 360, 840]","[2, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.499,0.300101,0.0039606400000000005,29.6,56,18,120,120,1,1,2326089554,11736274,6569226,"[56, 120, 360, 840]","[2, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.0,0.312376,0.00503812,24.1,56,23,48,48,1,1,921719544,10043992,4550648,"[48, 96, 240, 432]","[1, 4, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.05,0.31987299999999996,0.00504917,24.1,56,23,48,48,1,1,1028949972,11045716,4941428,"[48, 96, 240, 480]","[2, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.099,0.324199,0.00502619,24.1,56,23,48,48,1,1,1097324532,11933044,5092244,"[48, 96, 240, 528]","[2, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.149,0.329913,0.0050802899999999995,24.1,56,23,48,48,1,1,1157992092,12633052,5228828,"[48, 96, 240, 576]","[2, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.199,0.331216,0.00523195,24.1,56,23,48,48,1,1,1292520288,12418528,5661536,"[48, 96, 288, 576]","[2, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.249,0.350158,0.00518231,24.1,56,23,48,48,1,1,1502861568,13044448,6407408,"[48, 144, 288, 624]","[2, 4, 10, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.299,0.35629700000000003,0.00516892,24.1,56,23,48,48,1,1,1551463992,13179736,6536696,"[48, 144, 288, 672]","[2, 4, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.349,0.34839600000000004,0.0049377399999999995,24.1,56,23,48,48,1,1,1612174788,12793732,6820916,"[48, 144, 288, 720]","[2, 5, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.399,0.375402,0.0051601699999999995,24.1,56,23,48,48,1,1,1834711260,13505596,7298780,"[48, 144, 336, 768]","[2, 5, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.449,0.37792200000000004,0.00524854,24.1,56,23,48,48,1,1,1858877160,12731368,7413656,"[48, 144, 336, 816]","[2, 5, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.499,0.362117,0.0050084,24.1,56,23,48,48,1,1,1866712188,11550940,7514300,"[48, 144, 336, 864]","[2, 5, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.549,0.379943,0.0051905200000000006,24.1,56,23,48,48,1,1,2122929264,11194768,8175200,"[48, 144, 384, 912]","[2, 6, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.0,0.224323,0.0035499399999999997,25.1,48,19,112,112,1,1,977825824,8679456,3834432,"[48, 96, 224, 336]","[1, 3, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 96, 112, 112]"
2.05,0.24983699999999998,0.00383406,25.1,48,19,112,112,1,1,1143613796,11451204,4087972,"[48, 96, 224, 448]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 96, 112, 112]"
2.099,0.248517,0.00376132,25.1,48,19,112,112,1,1,1209070826,10905898,4235114,"[48, 104, 224, 448]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 112, 112]"
2.149,0.245752,0.00370553,25.1,48,19,112,112,1,1,1260456028,10074444,4413436,"[48, 104, 224, 448]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 112, 112]"
2.199,0.265935,0.0038928699999999997,25.1,48,19,112,112,1,1,1377704852,12851652,4551588,"[48, 104, 224, 560]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 112, 112]"
2.249,0.266967,0.00398057,25.1,48,19,112,112,1,1,1383104624,11851968,4600560,"[48, 104, 224, 560]","[1, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 112, 112]"
2.299,0.252037,0.00368177,25.1,48,19,112,112,1,1,1450023892,10934868,4749924,"[48, 112, 224, 560]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 112, 112, 112]"
2.349,0.265021,0.00382823,25.1,48,19,112,112,1,1,1502652532,11619572,5075316,"[48, 112, 224, 672]","[2, 3, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 112, 112, 112]"
2.399,0.249922,0.00357886,25.1,48,19,112,112,1,1,1533165112,9953432,5239256,"[48, 112, 224, 672]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 112, 112, 112]"
2.449,0.285995,0.0038381599999999997,25.1,48,19,112,112,1,1,2052092556,11596332,6085388,"[48, 112, 336, 672]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[48, 112, 112, 112]"
2.499,0.298624,0.0040025,25.1,48,19,112,112,1,1,2096560392,12600776,6140520,"[48, 112, 336, 784]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[48, 112, 112, 112]"
2.549,0.287374,0.00385471,25.1,48,19,112,112,1,1,2107987416,10891544,6222280,"[48, 112, 336, 784]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 112, 112, 112]"
2.05,0.307321,0.00493907,31.7,56,21,40,40,1,1,863910344,10849736,4347176,"[40, 120, 240, 480]","[1, 3, 5, 12]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.099,0.31753699999999996,0.00493138,31.7,56,21,40,40,1,1,923809784,11595256,4490496,"[40, 120, 240, 520]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.149,0.317284,0.0047510899999999995,31.7,56,21,40,40,1,1,977411524,12186596,4621956,"[40, 120, 240, 560]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.199,0.33904500000000004,0.00487713,31.7,56,21,40,40,1,1,1113688364,13995676,4885436,"[40, 120, 280, 600]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.249,0.327562,0.00466652,31.7,56,21,40,40,1,1,1174754604,14197276,5140076,"[40, 120, 280, 640]","[1, 4, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.299,0.34339,0.00493328,31.7,56,21,40,40,1,1,1221075344,14399456,5265456,"[40, 120, 280, 680]","[1, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.349,0.352557,0.00462749,31.7,56,21,40,40,1,1,1374874034,15079746,5622466,"[40, 120, 320, 720]","[1, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.399,0.35721800000000004,0.00470121,31.7,56,21,40,40,1,1,1420883974,16201846,5671806,"[40, 120, 320, 760]","[1, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.449,0.369548,0.00477027,31.7,56,21,40,40,1,1,1491182954,16607226,5928346,"[40, 120, 320, 840]","[1, 5, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.499,0.39981599999999995,0.00522544,31.7,56,21,40,40,1,1,1648550144,16635376,6390896,"[40, 120, 360, 880]","[2, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.549,0.406295,0.00538413,31.7,56,21,40,40,1,1,1791252284,15773276,7006076,"[40, 160, 360, 920]","[2, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.599,0.40056200000000003,0.005334190000000001,31.7,56,21,40,40,1,1,1817091864,14937496,7133056,"[40, 160, 360, 1000]","[2, 4, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.649,0.412571,0.00533373,31.7,56,21,40,40,1,1,1996565404,14170956,7554396,"[40, 160, 400, 1040]","[2, 4, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.699,0.39451600000000003,0.0052832999999999995,31.7,56,21,40,40,1,1,1974807584,11570096,7804256,"[40, 160, 400, 1120]","[2, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.499,0.33836900000000003,0.00450762,70.4,48,17,40,40,1,1,1148594724,18992596,4376596,"[40, 120, 280, 760]","[1, 2, 4, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.549,0.354451,0.00440546,70.4,48,17,40,40,1,1,1273632214,21028806,4569366,"[40, 120, 320, 800]","[1, 2, 4, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.599,0.385211,0.0047874,70.4,48,17,40,40,1,1,1345239904,22789376,4636496,"[40, 120, 320, 840]","[1, 2, 4, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.649,0.378923,0.00453926,70.4,48,17,40,40,1,1,1390810094,22739486,4761726,"[40, 120, 320, 880]","[1, 2, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.699,0.414283,0.00497716,70.4,48,17,40,40,1,1,1609364024,26719976,5033336,"[40, 120, 360, 960]","[1, 2, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.749,0.43843,0.0052941,70.4,48,17,40,40,1,1,1684910864,28574656,5094536,"[40, 120, 360, 1000]","[1, 2, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.799,0.42194,0.00504718,70.4,48,17,40,40,1,1,1714521654,27866806,5213686,"[40, 120, 360, 1040]","[1, 2, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.849,0.44088099999999997,0.0053029900000000005,70.4,48,17,40,40,1,1,1958833134,32073406,5497006,"[40, 120, 400, 1120]","[1, 2, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.899,0.467719,0.00554191,70.4,48,17,40,40,1,1,1973816574,30715086,5616006,"[40, 120, 400, 1160]","[1, 2, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.949,0.495025,0.005574290000000001,70.4,48,17,40,40,1,1,2185399754,34265546,6028386,"[40, 160, 400, 1240]","[1, 2, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.999,0.4688,0.00549279,70.4,48,17,40,40,1,1,2383134844,36845756,6274076,"[40, 160, 440, 1280]","[1, 2, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
3.049,0.455397,0.00542705,70.4,48,17,40,40,1,1,2437760774,36120886,6430406,"[40, 160, 440, 1360]","[1, 2, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.349,0.417827,0.00653324,43.1,48,21,72,72,1,1,1537459770,20842570,5109146,"[48, 144, 288, 648]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.399,0.402169,0.006264700000000001,43.1,48,21,72,72,1,1,1574006790,20592694,5278310,"[48, 144, 288, 648]","[1, 3, 5, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.449,0.400329,0.00603913,43.1,48,21,72,72,1,1,1713360432,22718224,5483456,"[48, 144, 288, 720]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.499,0.419978,0.006443450000000001,43.1,48,21,72,72,1,1,1713360432,22718224,5483456,"[48, 144, 288, 720]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.549,0.423536,0.0063289,43.1,48,21,72,72,1,1,1838437158,24500566,5667254,"[48, 144, 288, 792]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.599,0.47982100000000005,0.006665,43.1,48,21,72,72,1,1,2182100376,27284104,6225560,"[48, 144, 360, 864]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.649,0.477129,0.0066914800000000005,43.1,48,21,72,72,1,1,2182100376,27284104,6225560,"[48, 144, 360, 864]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.699,0.497298,0.0068252600000000005,43.1,48,21,72,72,1,1,2298161856,28323568,6409088,"[48, 144, 360, 936]","[1, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.749,0.51034,0.00675319,43.1,48,21,72,72,1,1,2426253438,31427326,6508574,"[48, 144, 360, 1008]","[1, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.799,0.508684,0.00681809,43.1,48,21,72,72,1,1,2518499082,31245418,6786818,"[48, 144, 360, 1080]","[1, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.849,0.483234,0.0064906600000000005,43.1,48,21,72,72,1,1,2465906502,28181638,6838838,"[48, 144, 360, 1080]","[1, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.899,0.538261,0.006919819999999999,43.1,48,21,72,72,1,1,2907669684,32816404,7397684,"[48, 144, 432, 1152]","[1, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.949,0.550625,0.00713601,43.1,48,21,72,72,1,1,2963412192,31760992,7548920,"[48, 144, 432, 1224]","[1, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.999,0.541191,0.00688607,43.1,48,21,72,72,1,1,2984452824,29843992,7678808,"[48, 144, 432, 1296]","[1, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
3.049,0.534321,0.0069964300000000005,43.1,48,21,72,72,1,1,3067383630,31812958,7735598,"[48, 144, 432, 1368]","[1, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.249,0.415781,0.00669333,37.8,56,23,56,56,1,1,1417603726,19203006,5290950,"[56, 112, 280, 616]","[1, 3, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.299,0.426224,0.0064968199999999995,37.8,56,23,56,56,1,1,1525632612,20773092,5475204,"[56, 112, 280, 672]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.349,0.449697,0.00689942,37.8,56,23,56,56,1,1,1785124446,23073278,5950742,"[56, 112, 336, 728]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.399,0.456743,0.00693751,37.8,56,23,56,56,1,1,1878991226,25327418,6118602,"[56, 112, 336, 784]","[1, 4, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.449,0.48541500000000004,0.006993350000000001,37.8,56,23,56,56,1,1,1980172376,26370600,6294344,"[56, 112, 336, 840]","[1, 4, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.499,0.47842,0.0067580900000000005,37.8,56,23,56,56,1,1,2065921130,27033514,6453482,"[56, 112, 336, 896]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.549,0.536308,0.00751821,37.8,56,23,56,56,1,1,2374993194,29870362,7241906,"[56, 168, 336, 952]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.599,0.5525399999999999,0.0074407399999999995,37.8,56,23,56,56,1,1,2666917190,31343750,7750022,"[56, 168, 392, 1008]","[1, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.649,0.56896,0.00770021,37.8,56,23,56,56,1,1,2730364000,31040720,7900648,"[56, 168, 392, 1064]","[1, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.699,0.545308,0.00718067,37.8,56,23,56,56,1,1,2783198166,29756822,8199030,"[56, 168, 392, 1120]","[1, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.749,0.564511,0.00737982,37.8,56,23,56,56,1,1,3104426304,30173728,8756328,"[56, 168, 448, 1176]","[1, 5, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.799,0.576773,0.00660669,37.8,56,23,56,56,1,1,3177294288,31919024,8808800,"[56, 168, 448, 1232]","[1, 5, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.849,0.559668,0.00654353,37.8,56,23,56,56,1,1,3178285530,29538282,9065882,"[56, 168, 448, 1288]","[2, 4, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.899,0.542963,0.00646915,37.8,56,23,56,56,1,1,3152724260,26552292,9174788,"[56, 168, 448, 1344]","[2, 4, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.949,0.569269,0.006917410000000001,37.8,56,23,56,56,1,1,3505640726,25369782,9931894,"[56, 168, 504, 1456]","[2, 5, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.999,0.547233,0.00684643,37.8,56,23,56,56,1,1,3426869096,20539768,10032288,"[56, 168, 504, 1512]","[2, 5, 15, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.05,0.24002099999999998,0.00338616,34.1,56,18,24,24,1,1,662771754,7745962,4309322,"[48, 120, 240, 480]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.099,0.250272,0.00348747,34.1,56,18,24,24,1,1,710718138,8935354,4382762,"[48, 120, 240, 528]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.149,0.256064,0.00368579,34.1,56,18,24,24,1,1,771332208,9114736,4582736,"[48, 120, 264, 552]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.199,0.25745,0.0035436,34.1,56,18,24,24,1,1,816113568,9502432,4715672,"[48, 120, 264, 600]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.249,0.270945,0.00365439,34.1,56,18,24,24,1,1,908717898,10911274,4892690,"[48, 120, 288, 648]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.260474,0.00349927,34.1,56,18,24,24,1,1,923805828,10280788,5105060,"[48, 120, 288, 672]","[1, 4, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.289196,0.00368558,34.1,56,18,24,24,1,1,1010123124,10504372,5352068,"[48, 120, 312, 720]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.306054,0.00385322,34.1,56,18,24,24,1,1,1110926028,11526076,5698220,"[48, 144, 312, 768]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.449,0.30338,0.00359592,34.1,56,18,24,24,1,1,1197288420,11400196,5952164,"[48, 144, 336, 816]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.499,0.320707,0.00377992,34.1,56,18,24,24,1,1,1287891264,11021680,6220160,"[48, 144, 360, 864]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.549,0.324757,0.00390002,34.1,56,18,24,24,1,1,1289201502,9669214,6466382,"[48, 144, 360, 936]","[1, 5, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.599,0.314998,0.00352374,34.1,56,18,24,24,1,1,1352425584,8391952,6843416,"[48, 144, 384, 984]","[2, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.0,0.486564,0.0059719199999999995,28.8,120,23,32,32,1,1,3368046064,18634832,13219504,"[128, 256, 480, 960]","[2, 6, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.05,0.50903,0.00631765,28.8,120,23,32,32,1,1,3633487088,18030480,13962480,"[128, 256, 512, 1024]","[2, 7, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.0,0.246339,0.0038429099999999997,29.9,56,17,40,40,1,1,704042754,6978226,4007266,"[40, 120, 240, 440]","[1, 3, 5, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.05,0.246344,0.00372332,29.9,56,17,40,40,1,1,747642044,7320476,4132796,"[40, 120, 240, 480]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.099,0.249668,0.00368913,29.9,56,17,40,40,1,1,784313234,7492546,4246466,"[40, 120, 240, 520]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.149,0.250952,0.00370408,29.9,56,17,40,40,1,1,831249374,8075886,4430846,"[40, 120, 240, 560]","[1, 4, 6, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.199,0.252717,0.00379948,29.9,56,17,40,40,1,1,939919964,8473996,4723076,"[40, 120, 280, 600]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.249,0.239414,0.0033381599999999997,29.9,56,17,40,40,1,1,967103754,8200906,4830666,"[40, 120, 280, 640]","[1, 4, 8, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.299,0.25679399999999997,0.00352107,29.9,56,17,40,40,1,1,983892244,7669636,4926396,"[40, 120, 280, 680]","[1, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.349,0.268384,0.0035447,29.9,56,17,40,40,1,1,1119817634,8838066,5195506,"[40, 120, 320, 720]","[1, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.399,0.264019,0.0034576,29.9,56,17,40,40,1,1,1124573674,7604986,5484826,"[40, 120, 320, 760]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.449,0.26782,0.00368053,29.9,56,17,40,40,1,1,1131092404,6556916,5588236,"[40, 120, 320, 840]","[2, 4, 10, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.0,0.440161,0.005152510000000001,46.9,96,22,24,24,1,1,1794105528,23500888,7642808,"[96, 192, 384, 768]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.05,0.467802,0.00533943,46.9,96,22,24,24,1,1,1955719602,24900274,7960706,"[96, 192, 408, 816]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.099,0.487116,0.00626732,46.9,96,22,24,24,1,1,2169801546,26802874,8530202,"[96, 192, 432, 888]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.149,0.513617,0.00620814,46.9,96,22,24,24,1,1,2398813812,30376708,8952212,"[96, 216, 432, 960]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.199,0.538969,0.00631522,46.9,96,22,24,24,1,1,2606051208,32239912,9306560,"[96, 216, 456, 1032]","[1, 4, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.249,0.5837319999999999,0.00611109,46.9,96,22,24,24,1,1,2827697262,33575374,10062830,"[96, 216, 480, 1104]","[2, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.590726,0.00648269,46.9,96,22,24,24,1,1,3024609834,33972058,10642370,"[96, 216, 504, 1176]","[2, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.589989,0.0061662,46.9,96,22,24,24,1,1,3219982680,34338568,11003384,"[96, 216, 528, 1248]","[2, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.635082,0.00624989,46.9,96,22,24,24,1,1,3509469894,34240870,11672510,"[96, 240, 552, 1320]","[2, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.449,0.648578,0.006217380000000001,46.9,96,22,24,24,1,1,3722866038,33957382,12066326,"[96, 240, 576, 1416]","[2, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.499,0.615951,0.00617838,46.9,96,22,24,24,1,1,3859340316,31277164,12655820,"[96, 240, 600, 1488]","[2, 5, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.549,0.6209,0.0060500499999999995,46.9,96,22,24,24,1,1,4024275780,28848580,13038692,"[96, 240, 624, 1584]","[2, 5, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.599,0.636571,0.0061576700000000005,46.9,96,22,24,24,1,1,4162311864,25128712,13421384,"[96, 240, 648, 1680]","[2, 5, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.476438,0.005597909999999999,58.7,72,22,24,24,1,1,1880527488,29898112,6962624,"[72, 168, 384, 864]","[1, 3, 5, 13]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.528708,0.00614662,58.7,72,22,24,24,1,1,2091356802,32676130,7306658,"[72, 168, 408, 936]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.543173,0.00623648,58.7,72,22,24,24,1,1,2206680966,35528326,7401446,"[72, 168, 408, 984]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.449,0.55192,0.00654071,58.7,72,22,24,24,1,1,2419759956,37970068,7745300,"[72, 168, 432, 1056]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
